Debtor,Tuition fees up to date,Scholarship holder,Admission grade,Previous qualification (grade),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Mother's qualification,Father's qualification,Target,Mother_qual_code,Father_qual_code,Mother_qual_label,Father_qual_label
No,Yes,No,121.0,122.0,5,10,4,14.25,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,131.8,137.0,6,7,6,12.166666666666666,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,135.0,139.0,8,8,7,12.214285714285714,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,141.7,142.0,6,8,6,12.666666666666666,19,39,Graduate,19,39,Basic Education - 3rd Cycle,Technological Specialization Course
No,Yes,Yes,131.3,133.1,6,7,6,12.285714285714286,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,123.9,126.0,6,7,6,13.0,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,126.1,131.0,6,8,6,12.142857142857142,4,3,Graduate,4,3,Master's Degree,Higher Education - Degree
No,Yes,Yes,126.5,131.0,7,8,7,13.875714285714285,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,107.3,108.0,6,0,0,0.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,Yes,95.0,133.1,6,12,6,11.666666666666666,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,116.1,122.0,6,13,6,13.153846153846152,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,Yes,134.6,143.0,6,6,6,14.5,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,128.0,135.0,7,7,7,14.44142857142857,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,144.2,148.0,6,6,6,15.166666666666666,3,38,Graduate,3,38,Higher Education - Degree,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,129.5,134.0,5,5,5,11.6,19,38,Graduate,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,No,116.8,122.0,6,6,6,11.666666666666666,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,160.0,160.0,6,8,6,12.625,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,127.1,126.0,6,14,3,12.666666666666666,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,126.3,138.0,6,7,6,12.833333333333334,2,19,Enrolled,2,19,Bachelor's Degree,Basic Education - 3rd Cycle
No,Yes,Yes,112.9,115.0,6,7,6,11.857142857142858,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,130.2,141.0,6,8,5,11.4,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,100.0,100.0,5,10,5,14.857142857142858,3,4,Enrolled,3,4,Higher Education - Degree,Master's Degree
No,Yes,No,121.6,130.0,6,7,6,14.714285714285714,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,Yes,No,130.0,130.0,6,6,6,13.5,42,1,Graduate,42,1,Professional Higher Technical Course,Secondary Education - 12th Year
No,Yes,Yes,121.7,135.0,5,7,4,11.5,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,120.0,120.0,5,9,2,14.0,1,39,Dropout,1,39,Secondary Education - 12th Year,Technological Specialization Course
No,Yes,Yes,143.5,148.0,7,8,6,12.833333333333334,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,128.3,136.0,7,7,7,13.428571428571429,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,111.9,108.0,6,0,0,0.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,140.0,140.0,6,18,3,11.666666666666666,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,137.6,153.0,6,6,6,16.0,3,1,Graduate,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,Yes,No,135.0,135.0,6,6,6,13.833333333333334,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,133.8,146.0,8,9,8,13.2325,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,126.9,130.0,6,6,6,14.0,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,Yes,Yes,106.7,113.0,6,14,2,10.0,1,2,Dropout,1,2,Secondary Education - 12th Year,Bachelor's Degree
No,Yes,No,145.7,145.7,16,16,15,13.333333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,153.1,145.0,6,6,6,12.5,3,3,Enrolled,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,118.7,126.0,6,6,6,12.5,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,161.8,160.0,5,8,2,10.5,34,34,Dropout,34,34,Unknown,Unknown
Yes,Yes,No,124.9,134.0,5,11,3,10.666666666666666,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,150.8,163.0,5,9,4,10.5,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.0,130.0,5,10,4,12.0,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,163.6,165.0,0,0,0,0.0,3,3,Enrolled,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,115.0,142.0,5,11,5,11.5,38,19,Enrolled,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,No,136.8,156.0,6,6,6,14.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,130.9,141.0,6,7,6,13.5,3,19,Graduate,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,127.0,143.0,8,8,8,13.07375,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,120.0,133.1,7,9,2,10.75,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,126.0,133.0,6,11,1,12.0,38,1,Enrolled,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,Yes,153.8,172.0,6,6,6,14.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,140.0,6,7,6,12.333333333333334,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,136.6,142.0,7,7,7,13.464285714285714,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,No,105.0,140.0,6,14,3,10.666666666666666,19,1,Enrolled,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
Yes,Yes,No,139.4,133.1,5,6,5,11.6,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,140.0,148.0,6,6,6,13.666666666666666,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
Yes,Yes,No,130.8,137.0,8,9,8,14.4025,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,138.8,143.0,7,9,7,15.46875,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,No,110.0,133.1,6,8,6,12.625,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,127.8,138.0,7,7,6,14.983333333333334,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,Yes,134.2,138.0,6,6,6,15.0,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,143.0,150.0,9,9,9,15.88888888888889,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,120.0,120.0,6,14,4,11.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,113.2,110.0,6,14,2,10.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,135.8,146.0,7,7,6,13.983333333333334,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,143.5,148.0,6,6,6,13.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,148.9,145.0,6,6,6,13.666666666666666,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,No,No,115.6,133.1,6,8,0,0.0,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,159.3,160.0,5,5,5,14.4,38,37,Graduate,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,138.5,150.0,5,10,4,12.0,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,133.2,130.0,6,6,6,14.166666666666666,19,12,Graduate,19,12,Basic Education - 3rd Cycle,11th Year - Other
No,Yes,No,117.6,120.0,6,8,5,12.2,37,34,Graduate,37,34,Basic Education - 1st Cycle (4th/5th),Unknown
No,Yes,No,108.7,115.0,5,8,3,12.0,1,37,Enrolled,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,106.0,133.1,5,11,2,10.5,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,122.6,120.0,6,8,3,12.333333333333334,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,127.4,134.0,6,7,5,12.2,19,1,Enrolled,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,100.0,133.1,6,6,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,No,No,95.0,133.1,7,10,6,11.5,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.0,130.0,9,9,9,10.88888888888889,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,122.8,120.0,7,12,6,12.166666666666666,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,115.0,115.0,5,7,2,10.0,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,Yes,145.9,135.0,6,6,6,12.666666666666666,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,143.0,133.1,6,9,5,11.4,1,37,Dropout,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,100.0,145.0,0,0,0,0.0,19,38,Dropout,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,121.3,130.0,5,14,2,13.0,19,37,Enrolled,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,121.2,118.0,6,8,5,13.4,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,125.1,138.0,6,6,6,13.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,112.9,122.0,6,14,4,12.25,1,1,Enrolled,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,120.8,126.0,6,7,6,12.285714285714286,38,19,Graduate,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,No,No,114.0,121.0,5,12,0,0.0,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,132.1,152.0,6,10,2,10.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,160.0,160.0,5,12,3,14.0,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,134.0,134.0,5,7,5,14.2,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,124.2,128.0,6,8,5,13.0,37,1,Dropout,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,No,115.6,125.0,6,6,6,11.0,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,128.2,130.0,8,9,3,11.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,132.8,138.0,7,9,6,12.385714285714286,1,38,Graduate,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,123.1,121.0,6,12,4,14.75,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,125.6,134.0,5,6,5,16.166666666666668,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,115.0,130.0,5,7,0,0.0,1,38,Dropout,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,123.6,126.0,5,6,5,12.4,3,19,Dropout,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,No,No,141.7,148.0,6,8,5,11.6,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,Yes,139.0,160.0,6,8,5,12.2,19,38,Dropout,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,Yes,118.0,118.0,6,7,5,11.0,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,142.0,150.0,6,8,6,12.333333333333334,38,19,Dropout,38,19,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 3rd Cycle
No,Yes,Yes,143.4,140.0,6,6,6,14.833333333333334,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,115.9,100.0,10,15,9,11.555555555555555,3,2,Enrolled,3,2,Higher Education - Degree,Bachelor's Degree
No,Yes,Yes,105.1,110.0,6,6,6,12.0,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
Yes,Yes,Yes,138.0,140.0,13,13,11,12.727272727272728,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,114.7,133.1,2,2,2,10.5,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.5,140.0,6,6,6,12.333333333333334,1,37,Graduate,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,134.3,110.0,5,10,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,137.5,148.0,7,7,7,14.842857142857143,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,125.3,137.0,7,7,7,12.2,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,Yes,111.3,120.0,5,10,4,10.8,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,144.8,120.0,5,7,4,12.75,38,38,Enrolled,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,152.1,130.0,5,13,2,11.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,126.1,132.0,6,9,4,10.75,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,136.0,130.0,8,9,8,12.55375,1,1,Graduate,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,124.3,128.0,8,8,7,12.665714285714284,19,1,Graduate,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,129.9,132.0,6,10,6,12.714285714285714,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,136.1,133.1,7,7,2,11.75,3,1,Dropout,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,No,No,115.1,120.0,6,11,3,11.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,143.6,145.0,0,0,0,0.0,3,3,Graduate,3,3,Higher Education - Degree,Higher Education - Degree
No,Yes,No,115.8,127.0,5,5,5,13.4,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,149.0,135.0,17,21,17,12.578947368421051,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,100.0,133.1,5,0,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,133.4,125.0,6,8,6,12.0,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,122.8,127.0,6,6,3,12.333333333333334,3,4,Dropout,3,4,Higher Education - Degree,Master's Degree
No,Yes,No,151.2,133.1,5,11,4,11.5,37,1,Dropout,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,No,137.0,150.0,6,7,5,12.8,37,19,Graduate,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,Yes,No,118.0,133.1,0,0,0,0.0,1,37,Dropout,1,37,Secondary Education - 12th Year,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,126.4,150.0,7,8,7,13.285714285714286,3,39,Enrolled,3,39,Higher Education - Degree,Technological Specialization Course
Yes,No,No,130.0,130.0,6,16,4,11.8,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,112.5,133.1,13,13,6,11.333333333333334,37,1,Dropout,37,1,Basic Education - 1st Cycle (4th/5th),Secondary Education - 12th Year
No,Yes,No,118.3,125.0,8,12,5,12.002,19,38,Dropout,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,121.4,127.0,7,10,5,13.976666666666668,3,1,Enrolled,3,1,Higher Education - Degree,Secondary Education - 12th Year
No,No,No,140.0,140.0,6,10,5,15.2,3,19,Dropout,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,Yes,109.0,110.0,6,7,6,13.142857142857142,3,19,Graduate,3,19,Higher Education - Degree,Basic Education - 3rd Cycle
No,Yes,No,110.0,133.1,5,14,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,119.8,124.0,8,11,7,13.867142857142856,3,38,Graduate,3,38,Higher Education - Degree,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,130.0,114.0,8,11,6,12.675,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,167.3,155.0,0,0,0,0.0,1,3,Graduate,1,3,Secondary Education - 12th Year,Higher Education - Degree
No,Yes,Yes,111.9,114.0,6,6,6,12.0,1,19,Enrolled,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,136.0,133.1,0,0,0,0.0,38,37,Dropout,38,37,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 1st Cycle (4th/5th)
No,Yes,Yes,124.0,125.0,6,7,6,11.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,132.9,120.0,5,11,4,10.75,19,37,Dropout,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,154.0,100.0,6,7,5,14.2,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,No,No,115.0,133.1,7,11,4,12.6,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,No,No,96.0,120.0,5,5,0,0.0,1,1,Dropout,1,1,Secondary Education - 12th Year,Secondary Education - 12th Year
No,Yes,No,168.2,120.0,5,6,5,14.0,37,3,Graduate,37,3,Basic Education - 1st Cycle (4th/5th),Higher Education - Degree
Yes,No,No,140.0,110.0,6,16,2,10.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,137.4,144.0,6,6,6,13.833333333333334,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,No,No,150.0,133.1,5,8,2,11.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,100.5,133.1,8,8,7,11.635714285714286,37,38,Enrolled,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,148.5,133.1,6,6,4,12.25,37,38,Dropout,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,Yes,No,123.3,138.0,5,9,4,12.5,19,19,Enrolled,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,138.7,120.0,5,5,5,13.8,38,38,Graduate,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,117.2,120.0,6,8,3,12.0,19,1,Dropout,19,1,Basic Education - 3rd Cycle,Secondary Education - 12th Year
No,Yes,No,114.3,160.0,5,9,3,11.0,34,34,Enrolled,34,34,Unknown,Unknown
No,Yes,Yes,125.3,134.0,6,7,4,13.75,19,37,Graduate,19,37,Basic Education - 3rd Cycle,Basic Education - 1st Cycle (4th/5th)
No,Yes,No,97.0,133.1,6,6,6,10.666666666666666,37,37,Enrolled,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,140.0,110.0,7,7,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,124.0,130.0,5,6,5,13.833333333333334,37,37,Graduate,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
Yes,Yes,No,140.0,140.0,6,6,0,0.0,38,1,Enrolled,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
No,Yes,No,127.0,150.0,5,5,5,15.8,37,38,Graduate,37,38,Basic Education - 1st Cycle (4th/5th),Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,110.0,100.0,14,26,12,12.52608695652174,34,34,Graduate,34,34,Unknown,Unknown
No,Yes,No,170.0,133.1,7,9,6,12.783333333333331,38,38,Dropout,38,38,Basic Education - 2nd Cycle (6th/7th/8th),Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,120.0,120.0,5,5,0,0.0,37,37,Dropout,37,37,Basic Education - 1st Cycle (4th/5th),Basic Education - 1st Cycle (4th/5th)
No,Yes,No,130.0,133.1,5,8,3,13.0,1,19,Graduate,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,130.0,130.0,6,8,0,0.0,1,19,Dropout,1,19,Secondary Education - 12th Year,Basic Education - 3rd Cycle
No,Yes,No,122.5,126.0,5,7,5,10.8,1,38,Enrolled,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,115.7,130.0,5,7,5,11.0,19,38,Enrolled,19,38,Basic Education - 3rd Cycle,Basic Education - 2nd Cycle (6th/7th/8th)
Yes,No,No,120.0,140.0,4,4,0,0.0,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
Yes,Yes,No,166.0,140.0,5,7,0,0.0,37,19,Enrolled,37,19,Basic Education - 1st Cycle (4th/5th),Basic Education - 3rd Cycle
No,No,No,132.8,145.0,6,10,2,12.0,1,38,Dropout,1,38,Secondary Education - 12th Year,Basic Education - 2nd Cycle (6th/7th/8th)
No,Yes,No,100.0,133.1,5,7,4,10.75,19,19,Dropout,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,121.8,127.0,5,8,5,11.6,1,4,Graduate,1,4,Secondary Education - 12th Year,Master's Degree
No,Yes,Yes,109.5,114.0,5,6,5,11.8,19,19,Graduate,19,19,Basic Education - 3rd Cycle,Basic Education - 3rd Cycle
No,Yes,No,138.3,140.0,6,7,6,16.0,38,1,Graduate,38,1,Basic Education - 2nd Cycle (6th/7th/8th),Secondary Education - 12th Year
